City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Mamlyutka,KZ,54.9375,68.5394,68.02,72,2,5.06,clear sky
461,Mugur-Aksy,RU,50.35,90.5,58.19,50,78,2.64,broken clouds
462,Yerbogachen,RU,61.2767,108.0108,60.51,61,97,6.08,overcast clouds
463,Piraju,BR,-23.1936,-49.3839,59.67,83,37,7.49,scattered clouds
464,Magnolia,US,33.2671,-93.2393,83.73,78,3,5.46,clear sky
465,Sao Desiderio,BR,-12.3633,-44.9733,67.42,41,1,6.24,clear sky
466,Veraval,IN,20.9,70.3667,81.91,83,100,18.9,moderate rain
467,Verkhnevilyuysk,RU,63.4453,120.3167,72.37,56,47,3.31,light rain
468,Esso,RU,55.9333,158.7,82.22,53,89,7.61,overcast clouds
469,Denpasar,ID,-8.65,115.2167,82.06,74,40,13.8,scattered clouds
470,Cap Malheureux,MU,-19.9842,57.6142,67.46,70,4,3.0,clear sky
471,Altay,CN,47.8667,88.1167,76.77,28,51,6.33,broken clouds
472,Moerai,PF,-22.4333,-151.3333,71.1,59,0,15.75,clear sky
473,Benjamin Hill,MX,30.1667,-111.1,93.38,17,30,9.42,scattered clouds
474,Novyy Urengoy,RU,66.0833,76.6333,75.88,57,57,18.68,broken clouds
475,Yar-Sale,RU,66.8333,70.8333,66.92,62,96,20.78,overcast clouds
476,Matamoros,MX,25.5333,-103.25,86.72,30,61,10.22,broken clouds
477,Aquiraz,BR,-3.9014,-38.3911,75.29,86,42,12.97,scattered clouds
478,Marzuq,YE,14.4,46.4667,72.03,54,100,11.07,light rain
479,Kotma,IN,23.2,81.9667,85.51,62,15,9.06,few clouds
480,Micheweni,TZ,-4.9667,39.8333,73.53,77,1,13.35,clear sky
481,Shingu,JP,33.7333,135.9833,78.42,92,99,5.66,light rain
482,Ulladulla,AU,-35.35,150.4667,58.42,53,49,11.27,scattered clouds
483,Tessalit,ML,20.1986,1.0114,88.05,11,7,6.71,clear sky
484,Ende,ID,-8.8432,121.6623,79.66,83,88,5.93,overcast clouds
485,Labuhan,ID,-6.8844,112.2051,81.1,64,49,5.3,scattered clouds
486,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,40,0,13.8,clear sky
487,Nago,JP,26.5881,127.9761,88.23,82,98,13.04,overcast clouds
488,Hvide Sande,DK,56.0045,8.1294,59.09,79,99,25.26,overcast clouds
489,Tiznit,MA,29.5833,-9.5,86.32,21,49,1.16,scattered clouds
490,Achacachi,BO,-16.05,-68.6833,39.88,81,57,7.11,broken clouds
491,Colac,AU,-38.3333,143.5833,53.17,59,34,5.57,scattered clouds
492,Alofi,NU,-19.0595,-169.9187,76.73,69,31,19.89,scattered clouds
493,Uusikaupunki,FI,60.8004,21.4084,54.7,75,100,6.58,overcast clouds
494,Iracoubo,GF,5.4802,-53.2011,76.93,89,46,6.15,scattered clouds
495,Aykhal,RU,66.0,111.5,55.4,46,25,4.41,scattered clouds
496,Kashi,CN,39.4547,75.9797,81.91,31,91,3.96,overcast clouds
497,Huayang,CN,34.4155,109.9939,89.4,29,31,2.57,scattered clouds
498,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,0,11.5,clear sky
499,Pangnirtung,CA,66.1451,-65.7125,49.6,74,99,1.41,overcast clouds
500,Le Mans,FR,48.0,0.2,64.33,68,0,6.91,clear sky
501,Shelburne,CA,44.0787,-80.2041,56.91,70,60,9.08,broken clouds
502,Anzio,IT,41.4853,12.6179,69.12,59,0,6.06,clear sky
503,Anadyr,RU,64.75,177.4833,48.0,93,100,17.0,overcast clouds
504,Hambantota,LK,6.1241,81.1185,82.74,74,40,5.75,scattered clouds
505,Muros,ES,42.7762,-9.0603,68.16,77,0,7.52,clear sky
506,Torredonjimeno,ES,37.7675,-3.9578,74.34,48,0,1.99,clear sky
507,Havelock,US,34.8791,-76.9013,84.15,94,100,8.99,overcast clouds
508,Camopi,GF,3.1655,-52.3158,71.4,99,100,2.08,overcast clouds
509,Buraydah,SA,26.326,43.975,83.68,14,56,8.48,broken clouds
510,Komsomolets,KZ,53.7453,62.0708,69.06,69,55,3.31,broken clouds
511,Okhotsk,RU,59.3833,143.3,72.09,50,95,12.17,overcast clouds
512,Guayabetal,CO,4.2147,-73.8172,65.44,96,100,3.94,overcast clouds
513,Cine,TR,37.6117,28.0614,69.46,67,0,1.25,clear sky
514,Beeskow,DE,52.1667,14.25,56.34,88,100,4.0,overcast clouds
515,Ampanihy,MG,-24.7,44.75,57.52,71,0,6.55,clear sky
516,Coswig,DE,51.1333,13.5833,58.66,90,20,4.61,few clouds
517,Lebedinyy,RU,58.5167,125.5167,56.05,84,100,8.77,light rain
518,Umm Lajj,SA,25.0213,37.2685,82.13,55,100,5.68,overcast clouds
519,Nefteyugansk,RU,61.0998,72.6035,73.27,61,51,11.18,broken clouds
520,Teno,CL,-34.8667,-71.1833,49.55,76,75,6.91,mist
521,Praia,CV,14.9215,-23.5087,75.74,83,75,9.22,broken clouds
522,Vila Velha,BR,-20.3297,-40.2925,67.95,89,49,5.57,scattered clouds
523,Aksu,CN,41.1231,80.2644,84.34,26,90,12.12,overcast clouds
524,Ouallam,NE,14.3188,2.0866,84.88,51,96,15.75,overcast clouds
525,Lamu,KE,-2.2717,40.902,77.22,76,2,16.98,clear sky
526,Rasova,RO,44.25,27.9333,70.14,73,100,11.83,overcast clouds
527,Juneau,US,58.3019,-134.4197,59.22,94,100,10.36,light rain
528,Ukiah,US,39.1502,-123.2078,76.89,45,0,11.5,clear sky
529,Marsh Harbour,BS,26.5412,-77.0636,82.15,75,85,13.82,overcast clouds
530,Mandalgovi,MN,45.7625,106.2708,70.48,31,5,8.66,clear sky
531,Canon City,US,38.441,-105.2424,81.39,47,0,12.66,clear sky
532,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.17,81,64,13.04,broken clouds
533,Bose,IT,45.4612,8.0137,67.77,66,0,4.7,clear sky
534,Yazman,PK,29.1212,71.7446,93.79,52,5,11.36,clear sky
535,Ponta Delgada,PT,37.7333,-25.6667,66.51,88,40,8.05,light rain
536,Havre-Saint-Pierre,CA,50.2334,-63.5986,54.09,86,66,6.58,broken clouds
537,Vega De Alatorre,MX,20.0333,-96.6333,79.07,86,97,7.43,overcast clouds
538,Kharp,RU,66.8014,65.8081,61.63,71,91,13.29,overcast clouds
539,Suleja,NG,9.1758,7.1808,70.81,97,100,3.24,overcast clouds
540,Maniitsoq,GL,65.4167,-52.9,43.41,82,79,5.61,broken clouds
541,Cortland,US,42.6001,-76.083,69.48,77,75,0.0,broken clouds
542,Xixiang,CN,35.1628,112.865,95.02,48,33,10.2,scattered clouds
543,Weihai,CN,37.5017,122.1136,82.44,62,35,3.36,scattered clouds
544,Dolinsk,RU,47.35,142.8,75.81,64,32,5.59,scattered clouds
545,Bossier City,US,32.516,-93.7321,91.4,62,0,0.0,clear sky
546,Coahuayana,MX,18.7333,-103.6833,78.6,85,100,1.61,overcast clouds
547,Keningau,MY,5.3378,116.1602,85.51,58,70,5.35,broken clouds
548,Toyooka,JP,35.5333,134.8333,86.74,67,67,3.38,broken clouds
549,Hit,IQ,33.6416,42.8251,87.98,21,0,14.76,clear sky
550,Egvekinot,RU,66.3167,-179.1667,42.31,94,100,11.43,overcast clouds
551,Nouakchott,MR,18.0858,-15.9785,75.13,89,32,12.73,scattered clouds
552,Phanat Nikhom,TH,13.4458,101.1844,87.48,76,100,3.89,overcast clouds
553,Mount Isa,AU,-20.7333,139.5,65.97,34,0,12.66,clear sky
554,Keti Bandar,PK,24.1447,67.4497,81.82,82,100,10.65,light rain
555,Kuantan,MY,3.8077,103.326,87.35,61,96,8.03,overcast clouds
556,Boyuibe,BO,-20.4167,-63.2833,68.86,69,65,7.54,broken clouds
557,Inuvik,CA,68.3499,-133.7218,82.67,36,98,14.05,overcast clouds
558,Tigil,RU,57.8,158.6667,74.95,65,96,17.34,overcast clouds
559,Supe,PE,-10.8,-77.7333,62.22,80,6,5.37,clear sky
560,Narkanda,IN,31.2548,77.4613,62.4,79,76,1.88,broken clouds
561,Aleksandrov Gay,RU,50.147,48.5704,75.47,34,0,8.39,clear sky
562,Ishigaki,JP,24.3448,124.1572,84.36,78,93,12.39,overcast clouds
563,Velikooktyabrskiy,RU,57.4333,33.8159,59.29,73,95,3.6,overcast clouds
564,Bud,US,39.447,-86.1758,73.74,94,82,9.62,broken clouds
565,Cockburn Town,TC,21.4612,-71.1419,81.63,82,6,21.18,clear sky
566,Samarai,PG,-10.6167,150.6667,83.28,69,48,6.64,scattered clouds
567,Charters Towers,AU,-20.1,146.2667,68.22,47,0,7.45,clear sky
568,Kiama,AU,-34.6833,150.8667,63.0,54,6,11.54,clear sky
569,Husavik,IS,66.0449,-17.3389,45.86,79,95,6.58,overcast clouds
570,Lompoc,US,34.6391,-120.4579,69.94,89,100,11.5,mist
571,Mangrol,IN,21.1167,70.1167,82.18,83,100,19.17,light rain
572,Plastun,RU,44.7561,136.2939,67.86,96,100,3.24,overcast clouds
573,Duluth,US,46.7833,-92.1066,61.38,78,0,8.05,clear sky
574,Springbok,ZA,-29.6643,17.8865,54.48,32,0,10.22,clear sky
575,Ahuimanu,US,21.4447,-157.8378,82.11,80,75,14.97,shower rain
576,Katherine,AU,-14.4667,132.2667,75.52,29,74,14.97,broken clouds
577,Cedar City,US,37.6775,-113.0619,81.57,16,0,10.36,clear sky
578,Amahai,ID,-3.3333,128.9167,81.45,76,97,5.32,overcast clouds
579,Deer Lake,CA,49.1667,-57.4316,54.01,91,72,4.36,broken clouds
580,Mineral Wells,US,32.8085,-98.1128,97.21,35,0,6.91,clear sky
581,Inhambane,MZ,-23.865,35.3833,65.03,75,0,3.53,clear sky
582,Salisbury,GB,51.0693,-1.7957,60.96,88,3,6.8,clear sky
583,Port-Gentil,GA,-0.7193,8.7815,73.89,81,100,15.19,overcast clouds
584,Goure,NE,13.9835,10.2704,84.02,44,100,13.38,overcast clouds
585,Mutare,ZW,-18.9707,32.6709,47.82,92,0,1.81,clear sky
586,Iralaya,HN,15.0,-83.2333,80.46,84,72,12.12,broken clouds
587,Iglesias,IT,39.3114,8.535,70.79,89,0,2.86,clear sky
588,Atasu,KZ,48.6814,71.6433,65.62,61,21,11.61,few clouds
589,Cairns,AU,-16.9167,145.7667,79.07,60,75,12.66,broken clouds
590,Peleduy,RU,59.6289,112.7406,65.26,81,98,3.74,overcast clouds
591,Rosarito,MX,32.3333,-117.0333,74.03,74,7,8.57,clear sky
592,Greencastle,US,39.6445,-86.8647,74.35,100,100,12.66,moderate rain
593,Badou,TG,7.5833,0.6,71.1,98,99,3.24,light rain
594,Deep River,CA,46.1001,-77.4995,49.95,73,0,4.18,clear sky
595,Clarence Town,AU,-32.5833,151.7833,60.57,58,0,8.25,clear sky
596,Nuevo Progreso,MX,23.1667,-97.95,81.54,66,77,4.54,broken clouds
597,Hoquiam,US,46.9809,-123.8893,68.45,75,0,9.22,clear sky
598,La Palma,US,33.8464,-118.0467,83.82,73,0,9.22,haze
599,Gunjur,GM,13.2019,-16.7339,79.65,83,100,11.1,overcast clouds
600,Salta,AR,-24.7859,-65.4117,54.73,63,1,1.57,clear sky
601,Alice Town,BS,25.7167,-79.3,84.43,72,94,13.18,overcast clouds
602,Vigrestad,NO,58.5667,5.7,53.28,76,48,24.56,scattered clouds
603,Saint-Augustin,CA,51.226,-58.6502,53.4,89,98,5.59,overcast clouds
604,Acarau,BR,-2.8856,-40.12,78.01,75,60,13.18,broken clouds
605,Waipawa,NZ,-41.4122,175.5153,54.34,72,16,23.8,few clouds
606,Severnyy,RU,50.677,36.5532,69.84,56,0,6.71,clear sky
607,Polson,US,47.6936,-114.1632,75.22,65,70,4.29,broken clouds
608,Nhulunbuy,AU,-12.2333,136.7667,77.61,61,100,17.27,overcast clouds
609,Chapais,CA,49.7834,-74.8492,43.05,83,5,4.76,clear sky
610,Yevsino,RU,54.4172,83.3222,68.31,64,3,10.13,clear sky
611,Nioro,GM,13.35,-15.75,79.02,84,99,5.7,overcast clouds
612,Semenivka,UA,52.1783,32.5818,57.99,90,100,8.55,light rain
613,Xingyi,CN,24.1877,102.817,65.26,88,98,2.8,overcast clouds
614,Ternate,ID,0.8,127.4,79.86,80,100,6.78,overcast clouds
615,Dillon,US,34.4166,-79.3712,79.14,95,90,8.41,heavy intensity rain
616,Sergeyevka,KZ,53.88,67.4158,68.32,72,12,6.38,few clouds
617,Te Anau,NZ,-45.4167,167.7167,41.5,98,100,6.58,overcast clouds
618,Zaltan,LY,32.947,11.8665,76.96,78,0,12.46,clear sky
619,Popondetta,PG,-8.7537,148.2534,90.12,48,22,6.6,few clouds
620,Luanda,AO,-8.8368,13.2343,65.5,93,96,6.38,overcast clouds
621,Mitsamiouli,KM,-11.3847,43.2844,75.27,65,2,8.05,clear sky
622,Matadi,CD,-5.8167,13.45,65.89,97,100,1.54,overcast clouds
623,Moron,AR,-34.6534,-58.6198,53.49,70,93,9.62,overcast clouds
624,Grindavik,IS,63.8424,-22.4338,48.67,87,100,11.5,moderate rain
625,Zhigansk,RU,66.7697,123.3711,51.75,73,78,3.24,light rain
626,Hay River,CA,60.8156,-115.7999,63.95,85,22,6.06,light rain
627,Ust-Maya,RU,60.4167,134.5333,77.07,38,68,4.61,broken clouds
628,Bilma,NE,18.6853,12.9164,91.18,18,94,7.29,overcast clouds
629,Broken Hill,AU,-31.95,141.4333,53.17,50,5,14.14,clear sky
630,Halifax,CA,44.6453,-63.5724,61.68,75,92,1.99,overcast clouds
631,Kitimat,CA,54.0524,-128.6534,61.18,48,75,1.01,broken clouds
632,Khovu-Aksy,RU,51.1333,93.6,66.47,49,55,4.94,broken clouds
633,Gigmoto,PH,13.7796,124.39,84.22,78,96,3.56,overcast clouds
634,Lixourion,GR,38.2019,20.4314,72.09,74,6,6.96,clear sky
635,Sitionuevo,CO,10.7774,-74.7205,80.76,89,20,9.22,few clouds
636,Kysyl-Syr,RU,63.8986,122.7617,72.05,46,14,6.55,few clouds
637,Bongaigaon,IN,26.4782,90.5568,86.05,74,24,7.87,few clouds
638,Sitka,US,57.0531,-135.33,57.09,82,100,3.44,overcast clouds
639,Caravelas,BR,-17.7125,-39.2481,69.73,90,0,2.55,clear sky
640,San Andres,CO,12.5847,-81.7006,82.42,78,100,13.8,overcast clouds
641,Hurghada,EG,27.2574,33.8129,81.01,47,6,15.46,clear sky
642,Oda,JP,35.1833,132.5,78.58,88,98,5.14,overcast clouds
643,Sri Aman,MY,1.2376,111.4621,88.81,56,43,3.09,scattered clouds
644,Kavaratti,IN,10.5669,72.642,81.57,82,100,20.45,moderate rain
645,Thaba Nchu,ZA,-29.2093,26.839,39.83,34,0,5.14,clear sky
646,San Quintin,MX,30.4833,-115.95,66.16,84,0,12.82,clear sky
647,Morant Bay,JM,17.8815,-76.4093,78.71,84,22,11.27,few clouds
648,Jiuquan,CN,39.7432,98.5174,83.97,11,95,7.76,overcast clouds
649,Kargasok,RU,59.0556,80.8572,73.33,57,59,4.34,broken clouds
650,Dryden,CA,49.7833,-92.7503,63.41,56,37,3.76,scattered clouds
651,Margasari,ID,-7.1,109.0167,83.12,58,20,7.2,few clouds
652,Svetlyy,RU,54.675,20.1347,55.96,91,24,9.46,few clouds
653,Brigantine,US,39.4101,-74.3646,75.0,87,0,4.61,clear sky
654,Banda Aceh,ID,5.5577,95.3222,85.66,66,100,14.79,overcast clouds
655,Knysna,ZA,-34.0363,23.0471,68.65,31,0,14.97,clear sky
656,Porkhov,RU,57.765,29.5561,55.49,89,30,3.51,scattered clouds
657,Ola,RU,59.5833,151.2833,73.15,89,94,6.6,overcast clouds
658,Payo,ID,-3.7508,103.6372,84.65,58,12,2.35,few clouds
659,Mackenzie,CA,55.2999,-123.1698,62.28,55,83,7.38,broken clouds
660,Weston,US,26.1004,-80.3998,85.01,79,20,4.61,few clouds
661,Segou,ML,13.4317,-6.2157,81.16,64,68,14.47,broken clouds
662,Carroll,US,39.5501,-77.0164,77.5,83,99,1.99,light rain
663,Pedernales,DO,18.0384,-71.744,80.33,67,100,8.77,overcast clouds
664,Barra Patuca,HN,15.8,-84.2833,78.93,86,60,7.99,broken clouds
665,Tirano,IT,46.2154,10.1679,64.4,60,15,5.12,few clouds
666,Visby,SE,57.6409,18.296,62.82,82,40,6.91,scattered clouds
667,Zhezkazgan,KZ,47.8043,67.7144,64.38,77,0,15.66,clear sky
668,Komsomolskiy,UZ,40.4272,71.7189,79.52,31,10,6.91,clear sky
669,Sinop,TR,41.7711,34.8709,63.3,57,2,3.67,clear sky
670,Matane,CA,48.8286,-67.522,52.45,75,54,8.48,broken clouds
671,Gasa,PS,31.5,34.4667,67.87,84,0,2.24,clear sky
672,Zemio,CF,5.0314,25.1361,68.47,94,100,1.45,overcast clouds
673,Tevaitoa,PF,-16.7833,-151.5,77.86,75,3,9.31,light rain
674,George,ZA,-33.963,22.4617,62.65,42,0,14.88,clear sky
675,Shuyskoye,RU,59.3736,41.0305,60.89,80,100,2.42,overcast clouds
676,Lerwick,GB,60.1545,-1.1494,51.8,82,100,19.98,overcast clouds
677,Araouane,ML,18.9048,-3.5265,94.53,12,4,11.41,clear sky
678,Kushima,JP,31.4583,131.2333,87.01,70,19,4.81,few clouds
679,Shirvan,AZ,39.9509,48.8994,78.62,33,0,6.2,clear sky
680,Lakota,CI,5.8528,-5.6883,70.57,98,99,4.18,overcast clouds
681,Tanggu,CN,39.0211,117.6469,93.16,37,46,9.48,scattered clouds
682,Graaff-Reinet,ZA,-32.2522,24.5308,48.92,55,0,10.45,clear sky
683,Beitbridge,ZW,-22.2167,30.0,58.3,68,0,6.67,clear sky
684,Severo-Yeniseyskiy,RU,60.3725,93.0408,65.5,51,98,5.46,overcast clouds
685,Dengzhou,CN,37.8086,120.7508,85.91,59,57,9.31,broken clouds
686,Bousse,BF,12.6606,-1.8922,80.82,66,96,11.18,overcast clouds
687,Ada,US,43.4166,-116.1262,88.88,30,0,5.01,clear sky
688,Nova Olimpia,BR,-14.7972,-57.2881,73.83,48,43,2.42,scattered clouds
689,Myitkyina,MM,25.3833,97.4,83.1,83,68,2.21,broken clouds
690,Liuzhou,CN,24.3126,109.3892,87.12,70,19,6.87,few clouds
691,Mora,CM,11.0461,14.1401,76.82,66,100,2.66,light rain
